US10RMHS145 40.5268 -105.1113 Fort_Collins Fort_Collins
US10furn022 40.3083 -99.9056 Furnas_County Furnas_County
US10furn024 40.2215 -100.1086 Furnas_County Furnas_County
US10furn025 40.2854 -100.1790 Cambridge Cambridge
US10gage002 40.2799 -96.7359 Beatrice Beatrice
US10gage003 40.0525 -96.5774 Gage_County Gage_County
US10gage004 40.3063 -96.8750 Gage_County Gage_County
US10gage007 40.0305 -96.8817 Gage_County Gage_County
US10gage008 40.3642 -96.6782 Gage_County Gage_County
US10gage009 40.0086 -96.7029 Gage_County Gage_County
US10gage012 40.5008 -96.7049 Gage_County Gage_County
US10gage013 40.2911 -96.5367 Gage_County Gage_County
US10gage015 40.1312 -96.6284 Gage_County Gage_County
US10gage017 40.2143 -96.5954 Gage_County Gage_County
US10gage018 40.0445 -96.5112 Gage_County Gage_County
US10gage020 40.3770 -96.9086 Gage_County Gage_County
US10gage021 40.4678 -96.8290 Gage_County Gage_County
US10gage022 40.1180 -96.8790 Gage_County Gage_County
US10gage023 40.0731 -96.7611 Gage_County Gage_County
US10gage025 40.5039 -96.5896 Gage_County Gage_County
US10gage026 40.4530 -96.5099 Adams Adams
US10gage035 40.2670 -96.7144 Beatrice Beatrice
US10gard002 41.4093 -102.4439 Garden_County Garden_County
US10gard003 41.3342 -102.5328 Garden_County Garden_County
US10gard004 41.4114 -102.3460 Oshkosh Oshkosh
US10gard007 41.8016 -102.5544 Garden_County Garden_County
US10gard008 41.2437 -102.5323 Garden_County Garden_County
US10gard009 41.3366 -102.1023 Garden_County Garden_County
US10gard010 41.9762 -102.3879 Garden_County Garden_County
US10gard011 41.4039 -102.3447 Oshkosh Oshkosh
US10gard016 41.2373 -102.4249 Garden_County Garden_County
US10gard019 41.3880 -102.1790 Garden_County Garden_County
US10garf001 41.7952 -99.1076 Garfield_County Garfield_County
US10garf002 42.0220 -98.9171 Garfield_County Garfield_County
US10garf003 41.8614 -99.0989 Garfield_County Garfield_County
US10garf004 42.0580 -98.9925 Garfield_County Garfield_County
US10garf005 42.0123 -98.8990 Garfield_County Garfield_County
US10garf006 41.7862 -99.1309 Burwell Burwell
US10garf007 41.7223 -99.0200 Valley_County Valley_County
US10garf009 41.7533 -99.1485 Garfield_County Garfield_County
US10garf010 41.8256 -99.1867 Garfield_County Garfield_County
US10garf011 41.9688 -99.1466 Garfield_County Garfield_County
US10gosp001 40.3974 -99.6763 Gosper_County Gosper_County
US10gosp002 40.4379 -99.8351 Gosper_County Gosper_County
US10gosp003 40.3400 -99.5716 Harlan_County Harlan_County
US10gosp004 40.3873 -99.9730 Gosper_County Gosper_County
US10gosp006 40.4087 -99.6633 Gosper_County Gosper_County
US10gran003 41.8177 -101.4405 Grant_County Grant_County
US10gran004 41.9685 -102.0240 Grant_County Grant_County
US10gran008 41.9710 -101.4603 Grant_County Grant_County
US10gran009 41.9993 -101.7542 Hyannis Hyannis
US10gran010 41.8993 -101.9545 Grant_County Grant_County
US10gran011 41.8507 -101.4460 Grant_County Grant_County
US10gran013 41.9721 -101.4685 Grant_County Grant_County
US10gree002 41.6883 -98.3615 Spalding Spalding
US10gree003 41.4238 -98.6947 Greeley_County Greeley_County
US10gree004 41.4663 -98.6272 Greeley_County Greeley_County
US10gree005 41.4632 -98.4799 Greeley_County Greeley_County
US10gree006 41.6563 -98.7329 Greeley_County Greeley_County
US10gree007 41.6869 -98.3657 Spalding Spalding
US10gree009 41.7076 -98.4852 Greeley_County Greeley_County
US10gree010 41.5820 -98.6543 Greeley_County Greeley_County
US10gree011 41.5810 -98.3857 Greeley_County Greeley_County
US10gree012 41.4611 -98.4383 Greeley_County Greeley_County
US10hall001 40.9294 -98.3767 Grand_Island Grand_Island
US10hall002 40.9187 -98.3863 Grand_Island Grand_Island
US10hall003 40.9407 -98.3474 Grand_Island Grand_Island
US10hall004 40.8585 -98.3781 Grand_Island Grand_Island
US10hall005 40.7874 -98.3029 Hall_County Hall_County
US10hall006 41.0376 -98.6071 Hall_County Hall_County
US10hall007 41.0180 -98.3042 Hall_County Hall_County
US10hall008 40.8229 -98.5984 Wood_River Wood_River
US10hall009 40.7734 -98.4137 Hall_County Hall_County
US10hall010 40.7467 -98.5790 Hall_County Hall_County
US10hall011 41.0018 -98.6143 Cairo Cairo
US10hall012 40.8745 -98.5746 Hall_County Hall_County
US10hall014 40.7037 -98.7025 Hall_County Hall_County
US10hall015 40.9291 -98.3518 Grand_Island Grand_Island
US10hall016 40.9357 -98.3378 Grand_Island Grand_Island
US10hall017 40.8215 -98.4201 Hall_County Hall_County
US10hall018 40.7859 -98.6834 Hall_County Hall_County
US10hall019 40.8883 -98.5447 Hall_County Hall_County
US10hall020 40.8873 -98.7113 Hall_County Hall_County
US10hall021 40.9435 -98.3695 Grand_Island Grand_Island
US10hall026 40.9331 -98.3548 Grand_Island Grand_Island
US10hall027 40.9514 -98.4135 Grand_Island Grand_Island
US10hall035 40.8980 -98.3619 Grand_Island Grand_Island
US10hall039 40.9894 -98.5117 Hall_County Hall_County
US10hall042 40.9436 -98.3706 Grand_Island Grand_Island
US10hami001 41.0539 -97.8878 Hamilton_County Hamilton_County
US10hami002 40.8863 -97.8748 Hamilton_County Hamilton_County
US10hami003 40.8598 -97.8425 Hamilton_County Hamilton_County
US10hami004 40.8583 -97.9881 Hamilton_County Hamilton_County
US10hami005 40.8780 -97.8801 Hamilton_County Hamilton_County
US10hami006 41.0058 -97.9481 Hamilton_County Hamilton_County
US10hami008 40.9450 -98.1132 Hamilton_County Hamilton_County
US10hami009 40.9592 -97.9823 Hamilton_County Hamilton_County
US10hami011 40.7849 -98.1690 Hamilton_County Hamilton_County
US10hami012 41.0348 -97.8459 Hamilton_County Hamilton_County
US10hami013 40.8944 -98.2171 Hamilton_County Hamilton_County
US10hami015 40.7934 -98.0724 Hamilton_County Hamilton_County
US10hami016 40.8728 -98.0833 Hamilton_County Hamilton_County
US10hami017 40.9503 -97.9988 Hamilton_County Hamilton_County
US10hami019 40.9890 -97.9976 Hamilton_County Hamilton_County
US10hami021 40.8724 -98.0108 Aurora Aurora
US10harl001 40.1011 -99.3660 Alma Alma
US10harl002 40.1296 -99.3493 Harlan_County Harlan_County
US10harl004 40.1765 -99.5579 Harlan_County Harlan_County
US10harl007 40.1277 -99.4544 Orleans Orleans
US10harl008 40.0983 -99.3626 Alma Alma
US10harl009 40.1176 -99.2433 Harlan_County Harlan_County
US10harl010 40.1273 -99.5572 Harlan_County Harlan_County
US10harl012 40.3073 -99.3492 Harlan_County Harlan_County
US10harl013 40.2408 -99.2552 Harlan_County Harlan_County
US10harl014 40.1290 -99.4512 Orleans Orleans
US10haye001 40.4525 -100.9292 Hayes_County Hayes_County
US10haye002 40.6826 -101.2432 Hayes_County Hayes_County
US10haye003 40.5106 -101.0202 Hayes_Center Hayes_Center
US10haye004 40.3999 -101.2766 Hayes_County Hayes_County
US10haye005 40.6963 -101.1418 Hayes_County Hayes_County
US10haye006 40.5296 -100.9250 Hayes_County Hayes_County
US10haye007 40.6107 -100.8519 Hayes_County Hayes_County
US10haye008 40.3518 -101.0865 Hayes_County Hayes_County
US10haye009 40.4232 -101.2110 Hayes_County Hayes_County
US10haye010 40.5537 -101.2957 Hayes_County Hayes_County
US10haye011 40.5865 -101.0740 Hayes_County Hayes_County
US10haye012 40.3725 -101.0376 Hayes_County Hayes_County
US10haye013 40.6565 -100.8098 Hayes_County Hayes_County
US10hitc002 40.2121 -101.0503 Hitchcock_County Hitchcock_County
US10hitc003 40.2357 -100.7952 Hitchcock_County Hitchcock_County
US10hitc004 40.0882 -100.7859 Hitchcock_County Hitchcock_County
US10hitc005 40.1828 -101.0122 Trenton Trenton
US10hitc006 40.2728 -100.9380 Hitchcock_County Hitchcock_County
US10hitc007 40.2241 -101.2674 Hitchcock_County Hitchcock_County
US10hitc008 40.1829 -101.0880 Hitchcock_County Hitchcock_County
US10hitc010 40.2618 -101.2313 Hitchcock_County Hitchcock_County
US10hitc011 40.1402 -101.2014 Hitchcock_County Hitchcock_County
US10hitc012 40.1894 -101.2458 Hitchcock_County Hitchcock_County
US10hitc013 40.0802 -101.2408 Hitchcock_County Hitchcock_County
US10hitc014 40.1906 -100.8906 Hitchcock_County Hitchcock_County
US10hitc015 40.2336 -100.9670 Hitchcock_County Hitchcock_County
US10hitc016 40.1697 -101.0091 Trenton Trenton
US10hitc017 40.2960 -101.0147 Hitchcock_County Hitchcock_County
US10hitc018 40.0195 -100.8266 Hitchcock_County Hitchcock_County
US10hitc019 40.1796 -101.0120 Trenton Trenton
US10hitc020 40.3353 -101.1509 Hitchcock_County Hitchcock_County
US10hitc022 40.2556 -101.2770 Hitchcock_County Hitchcock_County
US10hitc024 40.2336 -100.8971 Hitchcock_County Hitchcock_County
US10holt001 42.4604 -98.6583 O'Neill O'Neill
US10holt002 42.4727 -98.8074 Emmet Emmet
US10holt003 42.1165 -98.3411 Holt_County Holt_County
US10holt004 42.5362 -98.9771 Atkinson Atkinson
US10holt006 42.4656 -98.6328 Holt_County Holt_County
US10holt007 42.3867 -98.3390 Holt_County Holt_County
US10holt008 42.4366 -98.4988 Holt_County Holt_County
US10holt009 42.3993 -98.4178 Page Page
US10holt010 42.1911 -98.6634 Holt_County Holt_County
US10holt011 42.1751 -98.4855 Holt_County Holt_County
US10holt012 42.1476 -99.1615 Holt_County Holt_County
US10holt014 42.5767 -99.0083 Holt_County Holt_County
US10holt015 42.6962 -98.6176 Holt_County Holt_County
US10holt016 42.7174 -98.8847 Holt_County Holt_County
US10holt018 42.7116 -98.5806 Holt_County Holt_County
US10holt019 42.1637 -99.0519 Holt_County Holt_County
US10holt022 42.6676 -98.9315 Holt_County Holt_County
US10holt023 42.1327 -98.4374 Holt_County Holt_County
US10holt024 42.7982 -98.6506 Holt_County Holt_County
US10holt029 42.7098 -98.5693 Holt_County Holt_County
US10hook001 42.0437 -101.0391 Mullen Mullen
US10hook002 41.9258 -101.1460 Hooker_County Hooker_County
US10hook004 42.0430 -101.0458 Mullen Mullen
US10hook006 41.8745 -101.0929 Hooker_County Hooker_County
US10hook007 42.1620 -100.6148 Cherry_County Cherry_County
US10hook008 42.0041 -100.9850 Hooker_County Hooker_County
US10howa001 41.2185 -98.4512 Saint_Paul Saint_Paul
US10howa002 41.2915 -98.6149 Howard_County Howard_County
US10howa003 41.0732 -98.7139 Howard_County Howard_County
US10howa004 41.0902 -98.5014 Howard_County Howard_County
US10howa005 41.1220 -98.5533 Howard_County Howard_County
US10howa007 41.3219 -98.3255 Howard_County Howard_County
US10howa008 41.3219 -98.4280 Howard_County Howard_County
US10howa009 41.3230 -98.7126 Howard_County Howard_County
US10howa010 41.1063 -98.6720 Howard_County Howard_County
US10jeff001 40.0284 -96.9355 Jefferson_County Jefferson_County
US10jeff002 40.0820 -97.3306 Jefferson_County Jefferson_County
US10jeff003 40.2669 -97.3169 Jefferson_County Jefferson_County
US10jeff004 40.2049 -97.3243 Jefferson_County Jefferson_County
US10jeff005 40.1518 -97.3339 Jefferson_County Jefferson_County
US10jeff006 40.2500 -97.2170 Jefferson_County Jefferson_County
US10jeff009 40.0599 -97.0435 Jefferson_County Jefferson_County
US10jeff011 40.3040 -96.9906 Plymouth Plymouth
US10jeff012 40.3318 -96.9568 Jefferson_County Jefferson_County
US10jeff013 40.1123 -96.9376 Diller Diller
US10jeff014 40.3073 -97.3119 Jefferson_County Jefferson_County
US10jeff016 40.1971 -96.9734 Jefferson_County Jefferson_County
US10jeff018 40.1478 -97.0921 Jefferson_County Jefferson_County
US10jeff019 40.3208 -97.1883 Jefferson_County Jefferson_County
US10jeff020 40.1468 -97.1524 Jefferson_County Jefferson_County
US10jeff021 40.3296 -97.1982 Jefferson_County Jefferson_County
US10jeff023 40.2335 -97.0303 Jefferson_County Jefferson_County
US10jeff025 40.3100 -96.9543 Jefferson_County Jefferson_County
US10john001 40.3776 -96.1679 Johnson_County Johnson_County
US10john002 40.4644 -96.2337 Johnson_County Johnson_County
US10john003 40.2912 -96.1986 Johnson_County Johnson_County
US10john004 40.3428 -96.1039 Johnson_County Johnson_County
US10john005 40.4431 -96.3216 Johnson_County Johnson_County
US10john006 40.3779 -96.0707 Johnson_County Johnson_County
US10john007 40.4799 -96.1068 Johnson_County Johnson_County
US10john008 40.3026 -96.4185 Johnson_County Johnson_County
US10john009 40.4471 -96.4384 Johnson_County Johnson_County
US10john010 40.3726 -96.1795 Tecumseh Tecumseh
US10john012 40.4239 -96.2904 Johnson_County Johnson_County
US10john013 40.2914 -96.2829 Johnson_County Johnson_County
US10john014 40.4618 -96.3787 Sterling Sterling
US10john015 40.3777 -96.3155 Johnson_County Johnson_County
US10john016 40.3348 -96.2326 Johnson_County Johnson_County
US10john017 40.4168 -96.3687 Johnson_County Johnson_County
US10john020 40.5124 -96.3892 Johnson_County Johnson_County
US10kear002 40.5178 -98.7817 Kearney_County Kearney_County
US10kear003 40.5828 -98.8472 Kearney_County Kearney_County
US10kear004 40.5516 -98.9970 Kearney_County Kearney_County
US10kear005 40.3622 -99.1735 Wilcox Wilcox
US10kear006 40.4968 -98.9416 Minden Minden
US10kear008 40.4759 -99.0851 Kearney_County Kearney_County
US10kear009 40.3510 -99.0469 Kearney_County Kearney_County
US10kear011 40.4877 -98.9526 Minden Minden
US10kear012 40.4368 -98.7998 Kearney_County Kearney_County
US10kear013 40.4246 -99.0675 Kearney_County Kearney_County
US10kear014 40.3981 -98.7991 Kearney_County Kearney_County
US10kear015 40.5011 -98.9488 Minden Minden
US10keit001 41.2012 -101.6650 Keith_County Keith_County
US10keit002 41.0622 -101.4270 Keith_County Keith_County
US10keit003 41.2084 -101.7673 Keith_County Keith_County
US10keit004 41.0691 -101.5807 Keith_County Keith_County
US10keit005 41.1842 -101.3396 Keith_County Keith_County
US10keit006 41.2844 -101.3469 Keith_County Keith_County
US10keit007 41.0945 -101.8840 Brule Brule
US10keit008 41.1234 -101.7512 Ogallala Ogallala
US10keit009 41.1112 -101.6527 Keith_County Keith_County
US10keit011 41.2386 -101.8566 Keith_County Keith_County
US10keit013 41.1089 -101.8264 Keith_County Keith_County
US10keit014 41.1638 -101.3071 Sarben Sarben
US10keit015 41.1361 -101.7190 Ogallala Ogallala
US10keit018 41.2119 -101.8374 Keith_County Keith_County
US10keit019 41.0991 -101.2871 Keith_County Keith_County
US10keit020 41.0171 -101.3722 Keith_County Keith_County
US10keya001 42.9584 -100.0216 Keya_Paha_County Keya_Paha_County
US10keya002 42.9838 -100.1711 Keya_Paha_County Keya_Paha_County
US10keya003 42.9430 -99.9812 Keya_Paha_County Keya_Paha_County
US10keya004 42.9078 -100.0956 Keya_Paha_County Keya_Paha_County
US10kimb001 41.2290 -103.6492 Kimball Kimball
US10kimb002 41.2375 -103.6662 Kimball Kimball
US10kimb003 41.2200 -103.7700 Kimball_County Kimball_County
US10kimb004 41.2366 -103.4867 Dix Dix
US10kimb005 41.0482 -103.5079 Kimball_County Kimball_County
US10kimb007 41.2564 -103.6063 Kimball_County Kimball_County
US10kimb008 41.2341 -103.7263 Kimball_County Kimball_County
US10kimb009 41.3382 -103.7327 Kimball_County Kimball_County
US10kimb010 41.3113 -103.7822 Kimball_County Kimball_County
US10kimb013 41.2894 -103.5118 Kimball_County Kimball_County
US10kimb014 41.2996 -103.5903 Kimball_County Kimball_County
US10kimb015 41.1306 -103.3957 Kimball_County Kimball_County
US10kimb021 41.2296 -103.8541 Kimball_County Kimball_County
US10knox001 42.5310 -98.0989 Knox_County Knox_County
US10knox003 42.5250 -97.5736 Knox_County Knox_County
US10knox004 42.7382 -97.4985 Crofton Crofton
US10knox005 42.5999 -97.6445 Bloomfield Bloomfield
US10knox006 42.8198 -97.7152 Knox_County Knox_County
US10knox007 42.6575 -98.2502 Knox_County Knox_County
US10knox008 42.4500 -98.1500 Knox_County Knox_County
US10knox009 42.5981 -98.0318 Verdigre Verdigre
US10knox010 42.7037 -98.2092 Knox_County Knox_County
US10knox011 42.6281 -98.0855 Knox_County Knox_County
US10knox012 42.7186 -97.7594 Knox_County Knox_County
US10knox013 42.4448 -98.1372 Knox_County Knox_County
US10knox014 42.4672 -97.7639 Knox_County Knox_County
US10knox015 42.5640 -98.2700 Knox_County Knox_County
US10knox016 42.7277 -97.7924 Knox_County Knox_County
US10knox017 42.8309 -97.5234 Knox_County Knox_County
US10knox018 42.7661 -97.5637 Knox_County Knox_County
US10knox019 42.7273 -97.5044 Crofton Crofton
US10lanc001 40.7633 -96.6833 Lincoln Lincoln
US10lanc005 40.8382 -96.5899 Lancaster_County Lancaster_County
US10lanc006 40.8081 -96.6430 Lincoln Lincoln
US10lanc007 41.0032 -96.6763 Lancaster_County Lancaster_County
US10lanc009 40.7352 -96.6498 Lincoln Lincoln
US10lanc011 40.7504 -96.6128 Lincoln Lincoln
US10lanc012 40.7544 -96.7611 Lancaster_County Lancaster_County
US10lanc013 40.8416 -96.5141 Lancaster_County Lancaster_County
US10lanc014 40.5529 -96.5009 Lancaster_County Lancaster_County
US10lanc015 40.5847 -96.4922 Lancaster_County Lancaster_County
US10lanc016 40.9502 -96.8007 Lancaster_County Lancaster_County
US10lanc017 40.6667 -96.5067 Lancaster_County Lancaster_County
US10lanc018 40.8290 -96.6711 Lincoln Lincoln
US10lanc019 40.7845 -96.6156 Lincoln Lincoln
US10lanc022 40.6974 -96.6855 Lincoln Lincoln
US10lanc024 40.7733 -96.6712 Lincoln Lincoln
US10lanc025 40.8600 -96.6900 Lincoln Lincoln
US10lanc027 40.8380 -96.6085 Lincoln Lincoln
US10lanc029 40.6166 -96.5595 Lancaster_County Lancaster_County
US10lanc030 40.7887 -96.6927 Lincoln Lincoln
US10lanc031 40.9192 -96.5360 Waverly Waverly
US10lanc033 40.8381 -96.7859 Lincoln Lincoln
US10lanc034 40.7466 -96.6568 Lincoln Lincoln
US10lanc039 40.9034 -96.7122 Lancaster_County Lancaster_County
US10lanc040 40.8011 -96.6106 Lincoln Lincoln
US10lanc041 40.7923 -96.6923 Lincoln Lincoln
US10lanc042 40.8462 -96.7086 Lincoln Lincoln
US10lanc043 40.7790 -96.6473 Lincoln Lincoln
US10lanc047 40.7773 -96.7330 Lincoln Lincoln
US10lanc049 40.7392 -96.6529 Lincoln Lincoln
US10lanc050 40.7988 -96.6969 Lincoln Lincoln
US10lanc052 40.6519 -96.6271 Lancaster_County Lancaster_County
US10lanc066 40.6934 -96.4893 Lancaster_County Lancaster_County
US10lanc067 40.7889 -96.7413 Lincoln Lincoln
US10lanc068 41.0211 -96.8480 Lancaster_County Lancaster_County
US10lanc070 40.7909 -96.6300 Lincoln Lincoln
US10lanc071 40.7229 -96.6208 Lincoln Lincoln
US10lanc072 40.9756 -96.7835 Lancaster_County Lancaster_County
US10lanc077 40.7961 -96.6946 Lincoln Lincoln
US10linc002 41.1336 -100.7990 North_Platte North_Platte
US10linc003 41.0322 -100.8012 Lincoln_County Lincoln_County
US10linc004 41.2210 -101.0835 Lincoln_County Lincoln_County
US10linc006 41.1296 -100.7949 North_Platte North_Platte
US10linc007 41.0036 -101.1049 Lincoln_County Lincoln_County
US10linc009 40.7771 -100.5496 Lincoln_County Lincoln_County
US10linc012 41.0215 -100.3648 Brady Brady
US10linc013 41.1327 -100.7921 North_Platte North_Platte
US10linc014 41.0743 -100.2847 Lincoln_County Lincoln_County
US10linc015 41.0813 -100.7854 Lincoln_County Lincoln_County
US10linc016 40.9888 -100.9151 Lincoln_County Lincoln_County
US10linc017 41.1987 -100.7017 Lincoln_County Lincoln_County
US10linc018 41.1294 -100.7497 North_Platte North_Platte
US10linc019 41.0575 -100.7573 Lincoln_County Lincoln_County
US10linc022 41.0466 -100.7470 Lincoln_County Lincoln_County
US10linc023 41.1340 -101.1422 Lincoln_County Lincoln_County
US10linc024 41.2074 -100.7222 Lincoln_County Lincoln_County
US10linc025 41.1282 -101.4735 Keith_County Keith_County
US10linc027 41.3736 -100.4496 Lincoln_County Lincoln_County
US10linc028 41.2580 -100.5988 Lincoln_County Lincoln_County
US10linc031 41.1820 -100.7158 Lincoln_County Lincoln_County
US10linc032 41.2136 -100.7632 Lincoln_County Lincoln_County
